essay_id,sentence_idx,text,start_char,end_char,label,source_category,topic,ppl_perplexity,ppl_mean_logprob,ppl_mean_rank,ppl_pct_rank_1,ppl_pct_rank_le_5,ppl_pct_rank_le_10,cp_perplexity,cp_cross_perplexity,cp_binoculars_ratio,burst_len_mean,burst_len_std,burst_len_cv,burst_len_iqr,burst_ppl_mean,burst_ppl_std,burst_ppl_cv,burst_ppl_iqr,local_burst_ppl_cv,local_burst_ppl_iqr,lex_ttr,lex_mtld,lex_ai_phrase_count,lex_ai_phrase_rate,lex_sent_ttr,lex_sent_ai_phrase_count
essay_001,0,"# source: ShashiVish/Fake-Essay-Detection-Dataset
# original_id: 5098c1ea
# label: human
# category: human_native

Many people do not rely on their cars to take them places anymore in Vauban, Germany.",0,200,human_native,human_native,technology_society,148.9615020751953,-5.003687897406053,379.453125,0.203125,0.40625,0.453125,148.9615020751953,60.363677978515625,2.4677340258857825,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.7136819897856189,66.26378440856934,0.5033557046979866,91.6923076923077,0,0.0,1.0,0
essay_001,1,"vaughn's streets are completely ""carfree"" Source 1 Paragraph 2. 70 percent of vaughn's families do not own cars.",201,313,human_native,human_native,technology_society,64.78690338134766,-4.171103264879564,289.9655172413793,0.3448275862068966,0.4827586206896552,0.6206896551724138,64.78690338134766,60.363677978515625,1.0732762739276147,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.8115133664440098,61.65736246109009,0.5033557046979866,91.6923076923077,0,0.0,0.9,0
essay_001,2,"They are allowed to own cars, but they have to park it at a car garage that they also have to pay for.",314,416,human_native,human_native,technology_society,16.43393325805664,-2.799348425740997,10.25,0.375,0.6666666666666666,0.75,16.43393325805664,60.363677978515625,0.2722487066461678,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.7425447703172686,38.03396034240723,0.5033557046979866,91.6923076923077,0,0.0,0.782608695652174,0
essay_001,3,"Heidrun Walter, a mother of two says, ""When I had a car I was always tense.",417,492,human_native,human_native,technology_society,26.75294303894043,-3.286644520504134,233.1904761904762,0.47619047619047616,0.6666666666666666,0.7142857142857143,26.75294303894043,60.363677978515625,0.4431960399838827,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.5303407133414599,36.14486122131348,0.5033557046979866,91.6923076923077,0,0.0,0.875,0
essay_001,4,"I'm much happier this way.""",493,520,human_native,human_native,technology_society,57.527618408203125,-4.05226494371891,41.666666666666664,0.16666666666666666,0.5,0.5,57.527618408203125,60.363677978515625,0.9530171178217156,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.4612479964440356,23.017850875854492,0.5033557046979866,91.6923076923077,0,0.0,1.0,0
essay_001,5,These are only a few examples of the advantages of not owning a car or limited car use.,521,608,human_native,human_native,technology_society,21.38275718688965,-3.0625848989519806,39.94444444444444,0.4444444444444444,0.5555555555555556,0.6666666666666666,21.38275718688965,60.363677978515625,0.3542321790680168,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.56378766700905,23.017850875854492,0.5033557046979866,91.6923076923077,0,0.0,0.8333333333333334,0
essay_001,6,"Because of this new trend, there are stores, malls, and building closer to people's homes instead of on highways and an hour away.",609,739,human_native,human_native,technology_society,44.40060806274414,-3.7932531232083284,204.07407407407408,0.37037037037037035,0.5185185185185185,0.6296296296296297,44.40060806274414,60.363677978515625,0.7355517349116303,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.5876307270654331,23.017850875854492,0.5033557046979866,91.6923076923077,0,0.0,0.9166666666666666,0
essay_001,7,"This way, people don't have to walk twenty miles to get to the nearest store.

",740,819,human_native,human_native,technology_society,7.010499954223633,-1.9474090632896772,9.0,0.631578947368421,0.7894736842105263,0.8947368421052632,7.010499954223633,60.363677978515625,0.11613772038076903,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,1.0804746864787529,23.017850875854492,0.5033557046979866,91.6923076923077,0,0.0,0.875,0
essay_001,8,Another issue that will encourage people to stop driving is smog.,819,884,human_native,human_native,technology_society,22.7612361907959,-3.1250588332231226,107.76923076923077,0.38461538461538464,0.6153846153846154,0.6923076923076923,22.7612361907959,60.363677978515625,0.3770684118833345,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.8459635457659749,64.8038272857666,0.5033557046979866,91.6923076923077,0,0.0,1.0,0
essay_001,9,"In Paris, they enforced a partial driving ban to the clear the air from all the automobiles' gases and pollution toxins.",885,1005,human_native,human_native,technology_society,157.0482940673828,-5.056553325575331,295.3478260869565,0.21739130434782608,0.30434782608695654,0.43478260869565216,157.0482940673828,60.363677978515625,2.6017018731575425,86.52631578947368,41.28956593193546,0.4771908471452395,65.0,57.06550151423404,56.16867222138026,0.9842842125442448,39.32654094696045,0.8000755381863057,64.8038272857666,0.5033557046979866,91.6923076923077,0,0.0,0.9047619047619048,0
